1.943599999999999994e+01,0.000000000000000000e+00,3.910057965379471479e-01,-8.940039349106033706e-01,1.326920688837495366e+00,-1.863807256870370077e-01
1.973400000000000176e+01,0.000000000000000000e+00,4.120461232583149114e-01,-8.203421276541181806e-01,1.306100629221317755e+00,1.225866068959411137e-01
1.999399999999999977e+01,0.000000000000000000e+00,1.152731374836260869e+00,-7.648566104998825166e-01,1.232284054218504954e+00,-2.630085537998266276e-01
2.010000000000000142e+01,0.000000000000000000e+00,1.152731374836260869e+00,-6.902381563959104627e-01,1.100423676649378901e+00,-3.391451778862520361e-01
2.037900000000000134e+01,0.000000000000000000e+00,5.195490425951937441e-01,-5.706573004600578036e-01,9.647778336954920819e-01,4.295891233734633330e-01
2.001000000000000156e+01,0.000000000000000000e+00,8.742758008963938954e-01,-4.759492625588625514e-01,8.020028221508285204e-01,2.060912913778271127e-01
1.995400000000000063e+01,0.000000000000000000e+00,1.015969251153870045e+00,-4.539463850666656808e-01,6.404896324010845854e-01,1.433610153261552167e+00
1.935900000000000176e+01,0.000000000000000000e+00,8.078672696852329249e-01,-4.290735670320083850e-01,5.830767407322305917e-01,7.223467230864285549e-01
1.896600000000000108e+01,0.000000000000000000e+00,1.026160659409048215e+00,-4.816891436437835128e-01,6.543696721452031406e-01,-3.671438073890019860e-01
1.846000000000000085e+01,0.000000000000000000e+00,7.934020450649801326e-01,-5.027353742884935750e-01,6.871770388131204221e-01,-1.883455417924931319e-01
1.785500000000000043e+01,0.000000000000000000e+00,8.430440659208480181e-01,-4.931689058136253800e-01,7.117825638140571343e-01,-2.212562115588836142e-01
1.714199999999999946e+01,0.000000000000000000e+00,8.111548207352906603e-01,-5.084752553734144254e-01,7.363880888149947346e-01,-8.662070981748620779e-01
1.682100000000000151e+01,0.000000000000000000e+00,1.184949375126823634e+00,-4.874290247287044187e-01,7.483753958667342943e-01,-4.457364516072477301e-01
1.670799999999999841e+01,0.000000000000000000e+00,1.019585557308933854e+00,-4.816891436437835128e-01,7.597317920210127085e-01,1.977408229296387931e-01
1.619000000000000128e+01,0.000000000000000000e+00,9.738885977131350735e-01,-4.807324967962966489e-01,7.837064061244899404e-01,9.262316128773498414e-02
1.661299999999999955e+01,0.000000000000000000e+00,9.761898834481750331e-01,-4.960388463560858052e-01,8.840212388206201144e-01,-1.058759076509564245e+00
1.695100000000000051e+01,0.000000000000000000e+00,9.761898834481750331e-01,-4.759492625588625514e-01,9.742414971573915006e-01,-3.470044423080765883e-01
1.813700000000000045e+01,0.000000000000000000e+00,9.761898834481750331e-01,-4.979521400510594775e-01,9.906451804913493087e-01,-7.090218097383708118e-01
1.923499999999999943e+01,0.000000000000000000e+00,9.761898834481750331e-01,-5.180417238482827313e-01,1.012096151004987288e+00,-1.111809111356879987e+00
1.948999999999999844e+01,0.000000000000000000e+00,9.761898834481750331e-01,-5.323914265605850238e-01,1.076449062545900670e+00,-7.605982325065945293e-01
1.989999999999999858e+01,0.000000000000000000e+00,9.761898834481750331e-01,-4.998654337460330943e-01,1.090329102290019225e+00,-7.861408418775244211e-01
1.990299999999999869e+01,0.000000000000000000e+00,7.457325548391469106e-01,-5.209116643907432120e-01,1.164145677292831804e+00,-1.225277241446972143e+00
1.977199999999999847e+01,0.000000000000000000e+00,8.124698411553133992e-01,-5.314347797130981599e-01,1.135754686907135547e+00,-1.257205503160634397e+00
1.990599999999999881e+01,0.000000000000000000e+00,5.445344305756305570e-01,-5.410012481879664659e-01,1.113672805496037199e+00,-9.099242565212614098e-01
1.995599999999999952e+01,0.000000000000000000e+00,7.700604326095723540e-01,-5.343047202555586406e-01,1.058783557417022347e+00,-8.878200753348797214e-01
1.954200000000000159e+01,0.000000000000000000e+00,7.118707790235550004e-01,-4.778625562538362237e-01,9.792887843370708945e-01,-7.964561264311691424e-01
1.952299999999999969e+01,0.000000000000000000e+00,7.105557586035322615e-01,-3.267123543509184991e-01,7.748736535600507791e-01,-1.024865998690445812e+00
1.996399999999999864e+01,0.000000000000000000e+00,8.091822901052561079e-01,-2.291343759072626829e-01,4.991655913700590586e-01,-8.981353598885245537e-01
2.098000000000000043e+01,0.000000000000000000e+00,8.035934533201583019e-01,-1.420795127859620366e-01,1.515336868696335881e-01,-7.237579305292919374e-01
2.089300000000000068e+01,0.000000000000000000e+00,9.410130872125603840e-01,-9.998705149654177338e-02,1.651875481320709549e-02,-4.761911012418180711e-01
2.080199999999999960e+01,0.000000000000000000e+00,7.598690243543941847e-01,-2.409073052886064742e-03,-4.594142403532631980e-02,-3.327595255435196187e-01
2.028999999999999915e+01,0.000000000000000000e+00,4.242100621435271890e-01,5.244101727008510828e-03,-2.953774070136853599e-02,-1.912927659506774569e-01
1.973199999999999932e+01,0.000000000000000000e+00,8.302226168256238159e-01,-9.105600985293839725e-03,-3.016865159882790165e-02,-4.275619026317784566e-01
1.860300000000000153e+01,0.000000000000000000e+00,8.302226168256238159e-01,-1.353829848535542668e-01,2.121011330257880356e-01,-1.672237686588397554e-01
1.756599999999999895e+01,0.000000000000000000e+00,8.193736983604342772e-01,-2.195679074323945157e-01,4.177780855977268337e-01,-7.094777949148849128e-02
1.681800000000000139e+01,0.000000000000000000e+00,7.838681470198137768e-01,-1.583425091932379736e-01,5.313420471405152501e-01,1.068680780522919677e-01
1.655000000000000071e+01,0.000000000000000000e+00,9.038637603469108495e-01,-1.057269325814627486e-01,5.654112356033522691e-01,6.324563862618101107e-01
1.623999999999999844e+01,0.000000000000000000e+00,7.279797791688368269e-01,-1.239032226837123024e-01,8.878067042053798819e-01,1.414944400259718682e+00
1.637300000000000111e+01,0.000000000000000000e+00,7.411299833690664363e-01,-1.592991560407247820e-01,1.167931142677591572e+00,1.211094729318643815e+00
1.642599999999999838e+01,0.000000000000000000e+00,8.670431885862676102e-01,-1.726922119055402383e-01,1.327551599734955845e+00,1.106959475729468512e+00
1.698999999999999844e+01,0.000000000000000000e+00,8.670431885862676102e-01,-1.726922119055402383e-01,1.354680768325733364e+00,1.106468271703104245e+00
1.835999999999999943e+01,0.000000000000000000e+00,8.670431885862676102e-01,-1.860852677703558056e-01,1.386857224096189611e+00,8.068338156210429490e-01
1.937199999999999989e+01,0.000000000000000000e+00,1.067255047534766632e+00,-2.224378479748549964e-01,1.343955283068914319e+00,3.058057087297264554e-01
1.930000000000000071e+01,0.000000000000000000e+00,1.067255047534766632e+00,-2.865331867564719914e-01,1.206416707422647727e+00,1.315721186934183606e+00
1.970899999999999963e+01,0.000000000000000000e+00,1.067255047534766632e+00,-3.678481687928517596e-01,1.095376389469699507e+00,1.416909216365175084e+00
1.954799999999999827e+01,0.000000000000000000e+00,9.761898834481750331e-01,-4.290735670320083850e-01,9.887524477989694249e-01,1.027875627484858612e+00
1.916900000000000048e+01,0.000000000000000000e+00,1.014982985838853269e+00,-5.276081923231509263e-01,8.890685260002995083e-01,1.543639855167096231e+00
